0.0	0.0	0.0	0.0
191281.128692	332.423602593	327.188268793	337.74296478
382562.257383	433.703381812	429.253530752	438.197073769
573843.386075	479.363676187	474.599632031	484.171561241
765124.514767	505.127510075	495.679796741	514.754240407
956405.643459	520.88465919	505.072708954	537.186166112
1147686.77215	530.938838269	509.68330997	553.082144735
1338967.90084	538.596381637	512.500087612	566.022516208
1530249.02953	544.609891361	514.122200806	576.906018924
1721530.15823	549.410469599	514.933257403	586.196635711
1912811.28692	553.655729806	515.528762923	594.606781146
2104092.41561	556.819581216	515.327825477	601.654205362
2295373.5443	559.475608901	514.856535833	607.963641142
2486654.67299	561.967233222	514.42178027	613.907736114
2677935.80168	563.81220431	513.512081654	619.040774487
2869216.93038	565.31010163	512.401445593	623.680602769
3060498.05907	566.577834239	511.192167514	627.962397056
3251779.18776	567.659243035	509.91347468	631.94461188
3443060.31645	568.543367794	508.539793236	635.623593832
3634341.44514	569.405572104	507.235526546	639.192973541
3825622.57383	570.348151393	506.095663221	642.751393026
4016903.70253	571.093446644	504.842544244	646.039460312
4208184.83122	571.824128264	503.640572981	649.236192395
4399465.95991	572.536542842	502.489749431	652.352549501
4590747.0886	573.216076748	501.364499737	655.362957771
4782028.21729	573.800622043	500.202715963	658.22357631
4973309.34599	574.268258279	498.982477659	660.912484668
5164590.47468	574.692053618	497.765892763	663.502751008
5355871.60337	575.082968285	496.571228316	666.012642369
5547152.73206	575.451962502	495.394830909	668.445812161
5738433.86075	575.791729455	494.236700543	670.809567198
5929714.98944	576.113229367	493.096837217	673.10756089
6120996.11814	576.412808831	491.975240932	675.343446644
6312277.24683	576.694121255	490.875565095	677.520877869
6503558.37552	576.960820046	489.790502891	679.639854565
6694839.50421	577.216558612	488.734667952	681.714990363
6886120.6329	577.461336955	487.700753461	683.746285264
7077401.76159	577.695155073	486.68510601	685.726432451
7268682.89029	577.918012967	485.684072192	687.66639215
7459964.01898	578.126257228	484.704958822	689.558857543
7651245.14767	578.327194673	483.740459085	691.411135448
7842526.27636	578.517171894	482.790572981	693.223225863
8033807.40505	578.699842299	481.862607324	694.995128789
8225088.53374	578.871552479	480.945601892	696.734151043
8416369.66244	579.035955844	480.046863501	698.436639215
8607650.79113	579.193052392	479.162738742	700.102593306
8798931.91982	579.342842124	478.293227615	701.739320133
8990213.04851	579.485325039	477.441983529	703.343166287
9181494.1772	579.624154547	476.601699667	704.917785176
9372775.3059	579.755677238	475.776029438	706.4631768
9564056.43459	579.883546522	474.96497284	707.97934116
9755337.56328	580.007762397	474.168529876	709.469931663
9946618.69197	580.124671456	473.383047135	710.934948309
10137899.8207	580.237927107	472.612178027	712.370737691
10329180.9494	580.34752935	471.852269143	713.784606623
10520462.078	580.449824777	471.106973892	715.176555108
10711743.2067	580.552120203	470.372638865	716.542929735
10903024.3354	580.650762222	469.649264062	717.883730506
11094305.4641	580.742097424	468.936849483	719.206264237
11285586.5928	580.833432627	468.239048537	720.506877519
11476867.7215	580.921114421	467.548554407	721.785570352
11668148.8502	581.008796215	466.872673909	723.045996145
11859429.9789	581.122051866	466.236980901	724.317382162
12050711.1076	581.249921149	465.626861749	725.585114771
12241992.2363	581.374137025	465.024049413	726.830926932
12433273.365	581.491046084	464.428543893	728.058472052
12624554.4937	581.607955143	463.843998598	729.267750131
12815835.6223	581.717557386	463.266760119	730.45876117
13007116.751	581.827159629	462.696828456	731.627851761
13198397.8797	581.933108463	462.137857018	732.782328719
13389679.0084	582.03540389	461.582538987	733.922192045
13580960.1371	582.137699317	461.038181181	735.040134922
13772241.2658	582.232687927	460.501130191	736.147117575
13963522.3945	582.327676538	459.971386017	737.235833187
14154803.5232	582.41901174	459.445295251	738.309935167
14346084.6519	582.510346942	458.93016471	739.365770107
14537365.7806	582.598028737	458.422340985	740.410644822
14728646.9093	582.682057123	457.918170668	741.440905905
14919928.038	582.766085509	457.421307167	742.456553356
15111209.1666	582.846460487	456.93540389	743.457587174
