TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	9362.5	9195.7	9532.3
50000.0	12529.0	12359.1	12701.2
75000.0	14215.0	14050.7	14381.2
100000.0	15257.0	15123.8	15391.4
125000.0	15955.5	15842.6	16069.2
150000.0	16441.5	16346.0	16537.6
175000.0	16789.5	16704.5	16875.0
200000.0	17071.5	17001.7	17141.6
225000.0	17279.1	17219.0	17339.5
250000.0	17449.0	17391.8	17506.4
275000.0	17584.7	17527.8	17641.9
300000.0	17695.8	17636.3	17755.5
325000.0	17788.9	17724.2	17853.9
350000.0	17866.9	17794.1	17940.0
375000.0	17933.3	17849.9	18017.0
400000.0	17992.8	17896.9	18089.2
425000.0	18045.7	17936.1	18156.0
450000.0	18090.4	17966.3	18215.3
475000.0	18131.3	17992.3	18271.3
500000.0	18167.6	18013.4	18323.1
525000.0	18201.1	18031.4	18372.4
550000.0	18231.1	18045.7	18418.4
575000.0	18260.2	18058.9	18463.8
600000.0	18286.4	18068.9	18506.5
625000.0	18309.4	18075.8	18546.1
650000.0	18331.2	18081.3	18584.5
675000.0	18349.6	18083.4	18619.6
700000.0	18367.8	18085.5	18654.5
725000.0	18383.8	18085.5	18687.1
750000.0	18398.7	18084.5	18718.4
775000.0	18413.4	18083.5	18749.3
800000.0	18426.2	18080.9	18778.1
825000.0	18440.7	18080.3	18808.4
850000.0	18452.3	18077.0	18835.4
875000.0	18462.7	18072.8	18861.0
900000.0	18472.4	18068.3	18885.6
925000.0	18481.6	18063.6	18909.3
950000.0	18492.4	18060.9	18934.3
975000.0	18503.8	18059.0	18959.5
1000000.0	18513.5	18055.9	18982.8
1025000.0	18521.3	18051.1	19003.7
1050000.0	18528.0	18045.6	19023.2
1075000.0	18536.8	18042.5	19044.6
1100000.0	18545.9	18040.0	19065.9
1125000.0	18551.3	18034.2	19083.2
1150000.0	18556.4	18028.4	19099.9
1175000.0	18561.3	18022.7	19116.1
1200000.0	18566.0	18017.0	19131.8
1225000.0	18570.4	18011.3	19146.9
1250000.0	18574.7	18005.8	19161.6
1275000.0	18579.1	18000.7	19176.2
1300000.0	18585.1	17997.3	19192.0
1325000.0	18593.0	17996.2	19209.6
1350000.0	18599.0	17993.4	19225.0
1375000.0	18603.0	17988.9	19238.2
1400000.0	18606.2	17983.7	19250.3
1425000.0	18609.5	17978.8	19262.3
1450000.0	18613.9	17975.3	19275.2
1475000.0	18618.5	17972.2	19288.1
1500000.0	18623.9	17970.0	19301.6
1525000.0	18628.1	17966.9	19313.6
1550000.0	18632.1	17963.7	19325.4
1575000.0	18636.1	17960.7	19336.8
1600000.0	18639.9	17957.7	19348.0
1625000.0	18643.6	17954.7	19358.9
1650000.0	18647.2	17951.8	19369.5
1675000.0	18650.6	17948.9	19379.8
1700000.0	18654.0	17946.1	19389.8
1725000.0	18657.3	17943.3	19399.7
1750000.0	18660.5	17940.6	19409.2
1775000.0	18663.6	17938.0	19418.6
1800000.0	18666.6	17935.3	19427.7
1825000.0	18669.7	17932.9	19436.7
1850000.0	18673.8	17931.6	19446.7
1875000.0	18677.8	17930.3	19456.4
1900000.0	18681.2	17928.6	19465.4
1925000.0	18684.5	17926.8	19474.2
1950000.0	18687.7	17925.1	19482.8
1975000.0	18690.8	17923.4	19491.2
