TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	7579.2	7455.4	7705.2
50000.0	9177.2	8901.2	9461.8
75000.0	9898.8	9293.0	10544.0
100000.0	10383.6	9538.2	11303.9
125000.0	10741.6	9738.6	11848.0
150000.0	11003.1	9889.0	12242.6
175000.0	11190.5	9993.5	12530.9
200000.0	11336.7	10075.0	12756.5
225000.0	11450.4	10136.6	12934.6
250000.0	11541.2	10184.4	13078.9
275000.0	11616.2	10223.2	13199.1
300000.0	11679.2	10255.3	13300.8
325000.0	11732.0	10281.4	13387.1
350000.0	11778.1	10304.3	13462.7
375000.0	11818.4	10324.1	13528.9
400000.0	11853.8	10341.3	13587.5
425000.0	11885.2	10356.5	13639.7
450000.0	11913.3	10369.9	13686.4
475000.0	11938.5	10381.8	13728.6
500000.0	11961.3	10392.5	13766.8
525000.0	11981.9	10402.2	13801.6
550000.0	12000.8	10410.9	13833.4
575000.0	12018.0	10418.9	13862.5
600000.0	12033.9	10426.2	13889.4
625000.0	12048.5	10432.9	13914.3
650000.0	12062.0	10439.0	13937.3
675000.0	12074.5	10444.7	13958.7
700000.0	12086.2	10450.0	13978.7
725000.0	12097.1	10454.8	13997.3
750000.0	12107.3	10459.4	14014.8
775000.0	12116.8	10463.6	14031.2
800000.0	12125.7	10467.6	14046.6
825000.0	12134.2	10471.3	14061.1
850000.0	12142.1	10474.8	14074.8
875000.0	12149.6	10478.1	14087.7
900000.0	12156.7	10481.2	14100.0
925000.0	12163.4	10484.1	14111.6
950000.0	12169.7	10486.9	14122.6
975000.0	12175.7	10489.5	14133.1
1000000.0	12181.5	10492.0	14143.0
1025000.0	12186.9	10494.3	14152.5
1050000.0	12192.1	10496.6	14161.6
1075000.0	12197.1	10498.7	14170.3
1100000.0	12201.9	10500.8	14178.5
1125000.0	12206.4	10502.7	14186.5
1150000.0	12210.7	10504.6	14194.0
1175000.0	12214.9	10506.3	14201.3
1200000.0	12218.9	10508.0	14208.3
1225000.0	12222.7	10509.7	14215.0
1250000.0	12226.4	10511.2	14221.4
1275000.0	12229.9	10512.7	14227.6
1300000.0	12233.3	10514.2	14233.6
1325000.0	12236.6	10515.5	14239.4
1350000.0	12239.8	10516.9	14244.9
1375000.0	12242.8	10518.2	14250.2
1400000.0	12245.7	10519.4	14255.4
1425000.0	12248.6	10520.6	14260.4
1450000.0	12251.3	10521.7	14265.2
1475000.0	12254.0	10522.8	14269.9
1500000.0	12256.5	10523.9	14274.4
1525000.0	12259.0	10524.9	14278.7
1550000.0	12261.4	10525.9	14282.9
1575000.0	12263.7	10526.9	14287.0
1600000.0	12265.9	10527.8	14291.0
1625000.0	12268.1	10528.8	14294.9
1650000.0	12270.2	10529.6	14298.6
1675000.0	12272.3	10530.5	14302.2
1700000.0	12274.3	10531.3	14305.7
1725000.0	12276.2	10532.1	14309.2
1750000.0	12278.1	10532.9	14312.5
1775000.0	12279.9	10533.6	14315.7
1800000.0	12281.7	10534.4	14318.9
1825000.0	12283.4	10535.1	14321.9
1850000.0	12285.1	10535.8	14324.9
1875000.0	12286.8	10536.5	14327.8
1900000.0	12288.4	10537.1	14330.6
1925000.0	12289.9	10537.8	14333.4
1950000.0	12291.4	10538.4	14336.1
1975000.0	12292.9	10539.0	14338.7
