TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	8013.0	7877.7	8150.7
50000.0	9973.5	9650.6	10307.2
75000.0	10903.4	10310.0	11531.0
100000.0	11461.0	10715.0	12258.8
125000.0	11822.0	10983.7	12724.2
150000.0	12080.2	11179.5	13053.4
175000.0	12271.9	11325.7	13297.2
200000.0	12418.5	11437.2	13484.0
225000.0	12531.2	11522.0	13628.8
250000.0	12622.9	11590.9	13746.9
275000.0	12699.1	11647.9	13845.2
300000.0	12763.4	11695.9	13928.3
325000.0	12818.3	11736.9	13999.5
350000.0	12867.5	11773.8	14062.7
375000.0	12912.3	11807.9	14120.0
400000.0	12951.8	11837.9	14170.5
425000.0	12986.8	11864.4	14215.4
450000.0	13018.1	11888.1	14255.5
475000.0	13047.5	11910.6	14292.9
500000.0	13074.2	11931.1	14326.9
525000.0	13098.5	11949.7	14357.9
550000.0	13121.8	11967.7	14387.2
575000.0	13143.0	11984.1	14414.0
600000.0	13162.6	11999.3	14438.7
625000.0	13180.6	12013.2	14461.5
650000.0	13197.3	12026.1	14482.7
675000.0	13212.8	12038.0	14502.3
700000.0	13227.3	12049.1	14520.6
725000.0	13240.7	12059.5	14537.6
750000.0	13253.3	12069.2	14553.6
775000.0	13264.4	12077.6	14567.9
800000.0	13274.7	12085.3	14581.1
825000.0	13284.3	12092.5	14593.6
850000.0	13293.4	12099.3	14605.4
875000.0	13302.0	12105.8	14616.5
900000.0	13310.1	12111.8	14627.0
925000.0	13317.8	12117.6	14636.9
950000.0	13325.1	12123.0	14646.4
975000.0	13332.0	12128.2	14655.3
1000000.0	13338.6	12133.1	14663.9
1025000.0	13344.9	12137.8	14672.0
1050000.0	13350.9	12142.3	14679.8
1075000.0	13356.6	12146.5	14687.2
1100000.0	13362.0	12150.6	14694.2
1125000.0	13367.2	12154.5	14701.0
1150000.0	13372.2	12158.2	14707.5
1175000.0	13377.0	12161.8	14713.7
1200000.0	13381.6	12165.2	14719.6
1225000.0	13386.0	12168.5	14725.4
1250000.0	13390.2	12171.6	14730.9
1275000.0	13394.3	12174.6	14736.1
1300000.0	13398.2	12177.5	14741.2
1325000.0	13402.0	12180.3	14746.1
1350000.0	13405.6	12183.0	14750.8
1375000.0	13409.1	12185.6	14755.4
1400000.0	13412.5	12188.1	14759.8
1425000.0	13415.7	12190.6	14764.0
1450000.0	13418.9	12192.9	14768.1
1475000.0	13421.9	12195.2	14772.1
1500000.0	13424.9	12197.3	14775.9
1525000.0	13427.7	12199.5	14779.6
1550000.0	13430.5	12201.5	14783.2
1575000.0	13433.1	12203.5	14786.7
1600000.0	13435.7	12205.4	14790.0
1625000.0	13438.2	12207.3	14793.3
1650000.0	13440.7	12209.1	14796.5
1675000.0	13443.0	12210.8	14799.6
1700000.0	13445.3	12212.5	14802.6
1725000.0	13447.5	12214.2	14805.5
1750000.0	13449.7	12215.8	14808.3
1775000.0	13451.8	12217.3	14811.0
1800000.0	13453.9	12218.8	14813.7
1825000.0	13455.8	12220.3	14816.3
1850000.0	13457.8	12221.7	14818.8
1875000.0	13459.7	12223.1	14821.3
1900000.0	13461.5	12224.5	14823.7
1925000.0	13463.3	12225.8	14826.0
1950000.0	13465.0	12227.1	14828.3
1975000.0	13466.7	12228.4	14830.5
