TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	5728.0	5636.2	5821.3
50000.0	6713.0	6664.3	6762.1
75000.0	7080.9	7043.8	7118.1
100000.0	7272.0	7216.1	7328.3
125000.0	7392.0	7298.5	7486.7
150000.0	7470.8	7331.7	7612.4
175000.0	7527.9	7342.9	7717.5
200000.0	7563.6	7334.0	7800.4
225000.0	7592.9	7320.7	7875.3
250000.0	7618.7	7306.2	7944.6
275000.0	7645.7	7295.5	8012.7
300000.0	7665.7	7280.3	8071.4
325000.0	7676.9	7258.8	8119.1
350000.0	7689.6	7240.9	8166.1
375000.0	7702.5	7225.2	8211.3
400000.0	7710.8	7206.7	8250.1
425000.0	7717.5	7188.2	8285.7
450000.0	7725.0	7172.1	8320.6
475000.0	7732.0	7156.7	8353.5
500000.0	7738.2	7141.8	8384.4
525000.0	7744.1	7127.7	8413.8
550000.0	7749.0	7113.6	8441.2
575000.0	7753.5	7100.1	8467.2
600000.0	7757.7	7087.0	8491.8
625000.0	7761.5	7074.4	8515.3
650000.0	7765.0	7062.2	8537.8
675000.0	7768.3	7050.5	8559.2
700000.0	7771.3	7039.1	8579.7
725000.0	7775.0	7029.0	8600.3
750000.0	7778.6	7019.3	8620.1
775000.0	7782.0	7009.9	8639.1
800000.0	7785.1	7000.8	8657.4
825000.0	7788.1	6991.9	8675.0
850000.0	7790.9	6983.3	8692.0
875000.0	7793.6	6974.9	8708.4
900000.0	7796.1	6966.8	8724.2
925000.0	7798.5	6958.8	8739.5
950000.0	7800.7	6951.1	8754.2
975000.0	7802.9	6943.6	8768.6
1000000.0	7804.9	6936.2	8782.4
1025000.0	7806.9	6929.1	8795.9
1050000.0	7808.7	6922.1	8808.9
1075000.0	7810.5	6915.4	8821.6
1100000.0	7812.2	6908.7	8833.9
1125000.0	7813.8	6902.3	8845.8
1150000.0	7815.4	6896.0	8857.4
1175000.0	7816.8	6889.7	8868.7
1200000.0	7818.0	6883.5	8879.5
1225000.0	7819.2	6877.4	8890.0
1250000.0	7820.3	6871.5	8900.2
1275000.0	7821.4	6865.6	8910.2
1300000.0	7822.4	6860.0	8920.0
1325000.0	7823.4	6854.4	8929.5
1350000.0	7824.4	6849.0	8938.8
1375000.0	7825.3	6843.7	8947.8
1400000.0	7826.2	6838.5	8956.7
1425000.0	7827.1	6833.4	8965.3
1450000.0	7827.9	6828.4	8973.8
1475000.0	7828.7	6823.5	8982.0
1500000.0	7829.5	6818.7	8990.1
1525000.0	7830.3	6814.1	8998.0
1550000.0	7831.0	6809.5	9005.8
1575000.0	7831.7	6805.0	9013.4
1600000.0	7832.4	6800.6	9020.8
1625000.0	7833.1	6796.2	9028.1
1650000.0	7833.7	6792.0	9035.2
1675000.0	7834.3	6787.8	9042.2
1700000.0	7834.9	6783.8	9049.0
1725000.0	7835.5	6779.7	9055.7
1750000.0	7836.1	6775.8	9062.3
1775000.0	7836.7	6772.0	9068.7
1800000.0	7837.2	6768.2	9075.1
1825000.0	7837.7	6764.4	9081.3
1850000.0	7838.1	6760.6	9087.2
1875000.0	7838.4	6756.9	9093.1
1900000.0	7838.8	6753.2	9098.8
1925000.0	7839.1	6749.6	9104.5
1950000.0	7839.4	6746.1	9110.0
1975000.0	7839.8	6742.6	9115.4
