TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	9811.5	9648.3	9977.5
50000.0	13328.0	13174.0	13483.8
75000.0	15206.5	15065.4	15349.0
100000.0	16382.5	16260.6	16505.3
125000.0	17155.5	17062.5	17249.0
150000.0	17684.1	17600.9	17767.6
175000.0	18068.0	17987.4	18149.0
200000.0	18348.3	18259.2	18437.8
225000.0	18555.5	18444.1	18667.6
250000.0	18707.1	18560.2	18855.1
275000.0	18830.3	18641.9	19020.6
300000.0	18947.0	18717.4	19179.5
325000.0	19036.4	18767.8	19308.8
350000.0	19106.8	18801.5	19417.1
375000.0	19177.6	18837.2	19524.1
400000.0	19235.6	18861.7	19616.8
425000.0	19295.0	18889.3	19709.5
450000.0	19336.0	18900.0	19782.1
475000.0	19383.8	18919.0	19860.1
500000.0	19434.7	18942.6	19939.7
525000.0	19479.2	18961.2	20011.4
550000.0	19512.4	18969.8	20070.4
575000.0	19539.3	18973.6	20122.0
600000.0	19573.7	18985.9	20179.7
625000.0	19598.5	18989.9	20226.7
650000.0	19619.7	18991.3	20269.0
675000.0	19643.3	18996.0	20312.6
700000.0	19669.9	19004.7	20358.3
725000.0	19694.9	19012.8	20401.6
750000.0	19715.9	19017.5	20439.9
775000.0	19734.6	19020.8	20475.1
800000.0	19746.7	19018.2	20503.0
825000.0	19759.2	19016.7	20530.7
850000.0	19771.6	19015.8	20557.6
875000.0	19784.4	19015.7	20584.1
900000.0	19797.3	19016.4	20610.3
925000.0	19809.8	19017.2	20635.5
950000.0	19823.7	19019.9	20661.6
975000.0	19838.0	19023.4	20687.5
1000000.0	19851.6	19026.6	20712.3
1025000.0	19861.0	19026.1	20732.5
1050000.0	19871.2	19026.8	20753.1
1075000.0	19880.7	19027.1	20772.5
1100000.0	19888.6	19026.2	20790.0
1125000.0	19899.1	19028.3	20809.8
1150000.0	19910.7	19031.6	20830.3
1175000.0	19921.8	19034.9	20850.0
1200000.0	19932.6	19038.2	20869.2
1225000.0	19943.1	19041.3	20887.6
1250000.0	19953.3	19044.4	20905.5
1275000.0	19963.1	19047.4	20922.9
1300000.0	19972.7	19050.3	20939.7
1325000.0	19981.2	19052.5	20955.2
1350000.0	19988.6	19053.7	20969.4
1375000.0	19995.9	19054.9	20983.2
1400000.0	20002.3	19055.6	20996.0
1425000.0	20008.5	19056.2	21008.4
1450000.0	20014.5	19056.7	21020.4
1475000.0	20020.3	19057.3	21032.1
1500000.0	20026.0	19057.8	21043.3
1525000.0	20031.5	19058.3	21054.3
1550000.0	20036.8	19058.8	21065.0
1575000.0	20042.0	19059.3	21075.3
1600000.0	20047.0	19059.7	21085.3
1625000.0	20052.4	19060.8	21095.7
1650000.0	20059.4	19063.4	21107.4
1675000.0	20063.8	19063.6	21116.5
1700000.0	20067.9	19063.6	21125.0
1725000.0	20072.5	19064.2	21134.1
1750000.0	20077.0	19064.9	21142.8
1775000.0	20081.4	19065.5	21151.4
1800000.0	20085.6	19066.0	21159.7
1825000.0	20089.8	19066.6	21167.8
1850000.0	20093.3	19066.7	21175.3
1875000.0	20096.2	19066.1	21181.9
1900000.0	20098.9	19065.5	21188.4
1925000.0	20101.6	19065.0	21194.7
1950000.0	20104.3	19064.4	21200.8
1975000.0	20106.8	19063.9	21206.8
