TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	7172.6	7051.8	7295.4
50000.0	8580.7	8393.5	8772.0
75000.0	9092.0	8674.0	9530.2
100000.0	9415.8	8794.8	10080.7
125000.0	9628.7	8867.7	10455.0
150000.0	9806.8	8947.4	10748.6
175000.0	9935.7	9004.1	10963.6
200000.0	10032.0	9045.3	11126.4
225000.0	10106.3	9075.9	11253.6
250000.0	10171.9	9106.1	11362.5
275000.0	10228.3	9133.1	11454.8
300000.0	10276.0	9156.1	11532.9
325000.0	10317.0	9175.9	11600.0
350000.0	10350.0	9190.6	11655.6
375000.0	10376.3	9200.9	11701.8
400000.0	10399.5	9209.9	11742.7
425000.0	10420.1	9218.0	11779.0
450000.0	10438.6	9225.2	11811.5
475000.0	10455.2	9231.7	11840.8
500000.0	10470.2	9237.6	11867.4
525000.0	10483.9	9242.9	11891.5
550000.0	10496.3	9247.7	11913.6
575000.0	10507.8	9252.1	11933.8
600000.0	10518.3	9256.2	11952.5
625000.0	10528.0	9259.9	11969.7
650000.0	10537.0	9263.4	11985.7
675000.0	10545.3	9266.6	12000.5
700000.0	10553.1	9269.5	12014.3
725000.0	10560.3	9272.3	12027.2
750000.0	10567.1	9274.9	12039.3
775000.0	10573.4	9277.3	12050.6
800000.0	10579.4	9279.6	12061.3
825000.0	10585.8	9282.4	12072.1
850000.0	10594.2	9287.6	12084.7
875000.0	10602.2	9292.4	12096.6
900000.0	10609.8	9297.0	12107.9
925000.0	10616.9	9301.4	12118.6
950000.0	10623.8	9305.5	12128.7
975000.0	10630.3	9309.5	12138.4
1000000.0	10636.5	9313.3	12147.7
1025000.0	10642.4	9316.9	12156.5
1050000.0	10648.0	9320.3	12164.9
1075000.0	10653.4	9323.6	12172.9
1100000.0	10658.6	9326.8	12180.6
1125000.0	10663.5	9329.8	12187.9
1150000.0	10668.3	9332.7	12195.0
1175000.0	10672.8	9335.5	12201.7
1200000.0	10677.2	9338.1	12208.2
1225000.0	10681.4	9340.7	12214.5
1250000.0	10685.4	9343.2	12220.5
1275000.0	10688.8	9345.0	12225.8
1300000.0	10691.3	9346.1	12230.1
1325000.0	10693.7	9347.1	12234.3
1350000.0	10696.0	9348.1	12238.3
1375000.0	10698.2	9349.0	12242.1
1400000.0	10700.4	9349.9	12245.9
1425000.0	10702.4	9350.8	12249.5
1450000.0	10704.4	9351.6	12253.0
1475000.0	10706.4	9352.4	12256.3
1500000.0	10708.3	9353.2	12259.6
1525000.0	10710.1	9354.0	12262.8
1550000.0	10711.8	9354.7	12265.8
1575000.0	10713.5	9355.4	12268.8
1600000.0	10715.2	9356.1	12271.7
1625000.0	10716.8	9356.8	12274.4
1650000.0	10718.3	9357.4	12277.1
1675000.0	10719.8	9358.0	12279.8
1700000.0	10721.3	9358.6	12282.3
1725000.0	10722.7	9359.2	12284.8
1750000.0	10724.1	9359.8	12287.2
1775000.0	10725.4	9360.4	12289.5
1800000.0	10726.7	9360.9	12291.8
1825000.0	10728.0	9361.4	12294.0
1850000.0	10729.2	9361.9	12296.2
1875000.0	10730.4	9362.4	12298.3
1900000.0	10731.6	9362.9	12300.3
1925000.0	10732.7	9363.4	12302.3
1950000.0	10733.8	9363.8	12304.3
1975000.0	10734.9	9364.3	12306.2
