0.0	0.0	0.0	0.0
18308523.3057	214.045429523	210.440504129	217.710039113
36617046.6115	256.066087208	250.47964653	261.774880487
54925569.9172	271.324351731	258.850354918	284.401158916
73234093.223	280.987222947	262.455280313	300.829233667
91542616.5287	287.340605534	264.630769231	311.999130813
109851139.834	292.655483123	267.009184413	320.760770679
128159663.14	296.502129509	268.701231349	327.176821672
146468186.446	299.375923512	269.930725771	332.035115167
164776709.752	301.593191366	270.843893959	335.831029987
183085233.057	303.550832971	271.745125308	339.08083442
201393756.363	305.233927278	272.550861944	341.835260032
219702279.669	306.657395335	273.23723019	344.165927857
238010802.975	307.880921339	273.828103723	346.168332609
256319326.28	308.865710561	274.266782558	347.827553238
274627849.586	309.650557729	274.574156164	349.206258149
292936372.892	310.342894394	274.842735043	350.426799942
311244896.198	310.957641605	275.084456034	351.510068086
329553419.503	311.509720411	275.299319137	352.47993626
347861942.809	312.005099232	275.493292771	353.35430972
366170466.115	312.452730697	275.669361147	354.148109518
384478989.421	312.861567434	275.827524265	354.867304071
402787512.726	313.231609445	275.970766333	355.526814429
421096036.032	313.574793568	276.102071563	356.129624801
439404559.338	313.888135593	276.224424163	356.687672027
457713082.644	314.17760394	276.334839925	357.200956106
476021605.949	314.446182819	276.439287266	357.678429668
494330129.255	314.693872229	276.534781979	358.120092713
512638652.561	314.926640591	276.621324062	358.531913661
530947175.866	315.141503694	276.704881935	358.91687672
549255699.172	315.344429958	276.782471389	359.277966102
567564222.478	315.532435173	276.854092424	359.615181805
585872745.784	315.711487759	276.922729248	359.93449225
604181269.089	315.902477184	277.006287122	360.256786904
622489792.395	316.153150804	277.161466029	360.632797334
640798315.701	316.391887585	277.304708098	360.987918296
659106839.007	316.618687527	277.441981747	361.325134
677415362.312	316.83056642	277.573286977	361.644444444
695723885.618	317.036476894	277.695639577	361.945849631
714032408.924	317.230450529	277.815007968	362.235317978
732340932.23	317.415471534	277.928407939	362.512849486
750649455.535	317.59153991	278.03583949	362.775459945
768957978.841	317.758655657	278.137302622	363.026133565
787266502.147	317.919802984	278.235781544	363.264870346
805575025.453	318.074981892	278.331276257	363.494654498
823883548.758	318.22120817	278.42080255	363.712501811
842192072.064	318.364450239	278.507344633	363.924380704
860500595.37	318.498739678	278.590902506	364.124322758
878809118.676	318.630044908	278.66849196	364.318296393
897117641.981	318.755381718	278.746081414	364.506301608
915426165.287	318.874750109	278.820686658	364.685354194
933734688.593	318.976213241	278.874402434	364.843517311
952043211.899	319.050818485	278.907228741	364.971838331
970351735.204	319.122439519	278.937070839	365.097175141
988660258.51	319.191076344	278.966912936	365.216543532
1006968781.82	319.256728958	278.993770824	365.329943503
1025277305.12	319.322381573	279.020628712	365.443343474
1043585828.43	319.382065769	279.0474866	365.550775025
1061894351.73	319.441749964	279.071360278	365.655222367
1080202875.04	319.501434159	279.095233956	365.753701289
1098511398.34	319.558134145	279.119107634	365.852180212
1116819921.65	319.61184992	279.142981312	365.947674924
1135128444.96	319.662581486	279.163870781	366.037201217
1153436968.26	319.713313052	279.184760249	366.12672751
1171745491.57	319.764044618	279.205649718	366.213269593
1190054014.87	319.811791975	279.226539186	366.293843257
1208362538.18	319.856555121	279.244444444	366.37441692
1226671061.48	319.901318267	279.262349703	366.454990584
1244979584.79	319.946081414	279.280254962	366.529595828
1263288108.1	319.987860351	279.29816022	366.604201072
1281596631.4	320.029639287	279.316065479	366.675822106
1299905154.71	320.068434014	279.333970737	366.744458931
1318213678.01	320.107228741	279.348891786	366.813095755
1336522201.32	320.146023468	279.363812835	366.87874837
1354830724.62	320.181833985	279.378733884	366.944400985
1373139247.93	320.217644502	279.393654933	367.00706939
1391447771.24	320.25345502	279.408575981	367.066753585
1409756294.54	320.286281327	279.42349703	367.126437781
1428064817.85	320.319107634	279.435433869	367.186121976
1446373341.15	320.351933942	279.450354918	367.242821961
