TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	5728.0	5626.0	5831.9
50000.0	6707.0	6642.0	6772.6
75000.0	7081.8	7037.1	7126.9
100000.0	7273.5	7215.8	7331.7
125000.0	7398.5	7305.2	7492.9
150000.0	7477.6	7344.2	7613.5
175000.0	7536.7	7364.3	7713.1
200000.0	7577.0	7368.7	7791.2
225000.0	7611.6	7370.2	7860.8
250000.0	7636.1	7364.4	7918.0
275000.0	7656.3	7356.4	7968.4
300000.0	7676.7	7350.8	8017.1
325000.0	7692.1	7342.1	8058.8
350000.0	7703.9	7331.6	8095.1
375000.0	7714.1	7321.1	8128.3
400000.0	7723.1	7310.7	8158.7
425000.0	7730.9	7300.6	8186.6
450000.0	7738.0	7290.8	8212.5
475000.0	7744.2	7281.4	8236.5
500000.0	7749.9	7272.3	8258.8
525000.0	7755.0	7263.6	8279.7
550000.0	7759.6	7255.2	8299.2
575000.0	7763.9	7247.1	8317.5
600000.0	7767.8	7239.4	8334.7
625000.0	7771.3	7232.0	8350.9
650000.0	7774.6	7224.9	8366.1
675000.0	7777.3	7217.8	8380.2
700000.0	7779.8	7210.9	8393.6
725000.0	7782.1	7204.4	8406.3
750000.0	7784.3	7198.1	8418.3
775000.0	7786.3	7192.0	8429.7
800000.0	7788.2	7186.2	8440.6
825000.0	7790.0	7180.7	8451.0
850000.0	7791.7	7175.3	8460.9
875000.0	7793.2	7170.2	8470.4
900000.0	7794.7	7165.2	8479.4
925000.0	7796.1	7160.5	8488.1
950000.0	7797.4	7155.9	8496.4
975000.0	7798.7	7151.6	8504.5
1000000.0	7800.1	7147.4	8512.3
1025000.0	7801.3	7143.5	8519.8
1050000.0	7802.5	7139.7	8527.0
1075000.0	7803.7	7136.0	8533.9
1100000.0	7804.8	7132.4	8540.6
1125000.0	7805.8	7128.9	8547.0
1150000.0	7806.8	7125.6	8553.2
1175000.0	7807.8	7122.4	8559.2
1200000.0	7808.7	7119.3	8565.0
1225000.0	7809.6	7116.2	8570.5
1250000.0	7810.5	7113.3	8575.9
1275000.0	7811.3	7110.5	8581.2
1300000.0	7812.1	7107.7	8586.2
1325000.0	7812.8	7105.0	8591.1
1350000.0	7813.5	7102.4	8595.8
1375000.0	7814.2	7099.9	8600.4
1400000.0	7814.9	7097.5	8604.9
1425000.0	7815.6	7095.1	8609.2
1450000.0	7816.2	7092.8	8613.4
1475000.0	7816.8	7090.5	8617.5
1500000.0	7817.4	7088.3	8621.4
1525000.0	7818.0	7086.2	8625.3
1550000.0	7818.5	7084.1	8629.0
1575000.0	7819.0	7082.1	8632.6
1600000.0	7819.6	7080.2	8636.2
1625000.0	7820.1	7078.3	8639.6
1650000.0	7820.5	7076.4	8642.9
1675000.0	7821.0	7074.6	8646.2
1700000.0	7821.5	7072.8	8649.4
1725000.0	7821.9	7071.1	8652.5
1750000.0	7822.3	7069.4	8655.5
1775000.0	7822.8	7067.7	8658.4
1800000.0	7823.2	7066.1	8661.3
1825000.0	7823.6	7064.6	8664.1
1850000.0	7823.9	7063.0	8666.8
1875000.0	7824.3	7061.5	8669.5
1900000.0	7824.7	7060.1	8672.1
1925000.0	7825.0	7058.6	8674.7
1950000.0	7825.4	7057.2	8677.2
1975000.0	7825.7	7055.9	8679.6
