TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	9112.0	8955.5	9271.3
50000.0	11887.0	11761.9	12013.5
75000.0	13139.2	12996.4	13283.7
100000.0	13814.5	13565.0	14068.6
125000.0	14238.1	13851.0	14636.1
150000.0	14515.5	13983.8	15067.4
175000.0	14704.7	14030.0	15411.9
200000.0	14842.4	14030.6	15701.1
225000.0	14959.8	14020.2	15962.5
250000.0	15053.3	13996.2	16190.3
275000.0	15128.6	13964.5	16389.6
300000.0	15190.8	13929.8	16565.9
325000.0	15247.5	13898.7	16727.1
350000.0	15295.0	13866.7	16870.5
375000.0	15337.0	13836.4	17000.2
400000.0	15373.7	13807.5	17117.6
425000.0	15400.0	13774.0	17218.0
450000.0	15419.5	13738.8	17305.7
475000.0	15438.5	13707.8	17387.7
500000.0	15459.2	13682.5	17466.6
525000.0	15477.9	13658.8	17539.2
550000.0	15494.9	13636.7	17606.4
575000.0	15506.7	13612.2	17664.8
600000.0	15517.4	13589.4	17719.1
625000.0	15527.2	13567.9	17769.5
650000.0	15538.5	13550.0	17818.8
675000.0	15547.9	13532.2	17863.9
700000.0	15555.6	13514.3	17905.1
725000.0	15562.6	13497.5	17943.7
750000.0	15569.2	13481.6	17980.1
775000.0	15575.3	13466.6	18014.3
800000.0	15581.0	13452.4	18046.5
825000.0	15586.4	13438.9	18077.0
850000.0	15591.4	13426.1	18105.8
875000.0	15596.1	13414.0	18133.1
900000.0	15600.5	13402.4	18159.1
925000.0	15606.1	13392.9	18185.2
950000.0	15616.2	13388.4	18214.6
975000.0	15625.8	13384.3	18242.7
1000000.0	15635.0	13380.3	18269.6
1025000.0	15643.9	13376.6	18295.4
1050000.0	15652.3	13373.1	18320.0
1075000.0	15660.5	13369.8	18343.6
1100000.0	15666.9	13365.3	18364.8
1125000.0	15670.7	13358.6	18382.9
1150000.0	15674.3	13352.2	18400.2
1175000.0	15677.8	13346.1	18416.8
1200000.0	15681.1	13340.2	18432.8
1225000.0	15684.1	13334.3	18447.9
1250000.0	15687.0	13328.7	18462.5
1275000.0	15689.7	13323.2	18476.6
1300000.0	15692.4	13318.0	18490.1
1325000.0	15695.0	13312.9	18503.2
1350000.0	15697.4	13308.1	18515.8
1375000.0	15699.8	13303.4	18528.0
1400000.0	15702.1	13298.8	18539.7
1425000.0	15704.3	13294.4	18551.1
1450000.0	15706.4	13290.1	18562.0
1475000.0	15708.5	13286.0	18572.7
1500000.0	15710.5	13282.0	18582.9
1525000.0	15712.4	13278.2	18592.9
1550000.0	15714.3	13274.4	18602.6
1575000.0	15716.1	13270.8	18611.9
1600000.0	15717.8	13267.2	18621.0
1625000.0	15719.5	13263.8	18629.8
1650000.0	15721.1	13260.5	18638.4
1675000.0	15722.7	13257.3	18646.7
1700000.0	15724.3	13254.1	18654.7
1725000.0	15725.8	13251.1	18662.6
1750000.0	15727.2	13248.1	18670.2
1775000.0	15728.6	13245.2	18677.7
1800000.0	15730.0	13242.4	18684.9
1825000.0	15731.3	13239.7	18691.9
1850000.0	15732.6	13237.0	18698.8
1875000.0	15733.9	13234.4	18705.4
1900000.0	15735.1	13231.9	18711.9
1925000.0	15736.3	13229.4	18718.3
1950000.0	15737.5	13227.0	18724.5
1975000.0	15738.6	13224.7	18730.5
