TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	5738.5	5657.3	5820.9
50000.0	6725.0	6671.0	6779.4
75000.0	7086.9	7048.9	7125.2
100000.0	7269.9	7214.2	7326.0
125000.0	7385.7	7290.8	7481.7
150000.0	7460.6	7325.6	7598.0
175000.0	7517.9	7346.2	7693.6
200000.0	7555.4	7348.8	7767.8
225000.0	7589.9	7349.3	7838.3
250000.0	7616.6	7343.1	7900.3
275000.0	7642.1	7337.1	7959.7
300000.0	7659.4	7324.6	8009.5
325000.0	7674.1	7311.2	8054.9
350000.0	7686.6	7297.5	8096.5
375000.0	7697.7	7284.1	8134.9
400000.0	7708.1	7271.6	8170.8
425000.0	7717.3	7259.5	8203.9
450000.0	7724.3	7246.7	8233.3
475000.0	7729.9	7233.8	8260.0
500000.0	7735.0	7221.6	8284.8
525000.0	7739.5	7210.0	8308.0
550000.0	7743.7	7199.0	8329.6
575000.0	7747.5	7188.6	8349.8
600000.0	7751.6	7179.4	8369.4
625000.0	7755.5	7170.8	8387.9
650000.0	7759.1	7162.6	8405.3
675000.0	7762.5	7154.8	8421.8
700000.0	7765.0	7146.8	8436.8
725000.0	7766.5	7138.3	8450.0
750000.0	7767.8	7130.2	8462.5
775000.0	7769.1	7122.5	8474.4
800000.0	7770.2	7115.1	8485.7
825000.0	7771.3	7108.1	8496.4
850000.0	7772.3	7101.4	8506.7
875000.0	7773.3	7095.0	8516.4
900000.0	7774.2	7088.9	8525.8
925000.0	7775.0	7083.0	8534.7
950000.0	7775.9	7077.4	8543.2
975000.0	7777.2	7072.7	8552.0
1000000.0	7778.6	7068.2	8560.5
1025000.0	7780.0	7063.9	8568.7
1050000.0	7781.2	7059.7	8576.5
1075000.0	7782.4	7055.7	8584.0
1100000.0	7783.6	7051.9	8591.2
1125000.0	7784.7	7048.1	8598.2
1150000.0	7785.7	7044.6	8604.9
1175000.0	7786.7	7041.1	8611.3
1200000.0	7787.7	7037.7	8617.5
1225000.0	7788.6	7034.5	8623.5
1250000.0	7789.5	7031.4	8629.3
1275000.0	7790.3	7028.4	8634.9
1300000.0	7791.1	7025.4	8640.3
1325000.0	7791.9	7022.6	8645.5
1350000.0	7792.7	7019.9	8650.6
1375000.0	7793.4	7017.2	8655.5
1400000.0	7794.1	7014.6	8660.2
1425000.0	7794.8	7012.1	8664.8
1450000.0	7795.5	7009.7	8669.3
1475000.0	7796.1	7007.3	8673.6
1500000.0	7796.7	7005.0	8677.8
1525000.0	7797.3	7002.8	8681.9
1550000.0	7797.9	7000.6	8685.9
1575000.0	7798.4	6998.5	8689.7
1600000.0	7798.9	6996.4	8693.5
1625000.0	7799.5	6994.4	8697.1
1650000.0	7800.0	6992.5	8700.7
1675000.0	7800.5	6990.6	8704.1
1700000.0	7800.9	6988.8	8707.5
1725000.0	7801.4	6986.9	8710.8
1750000.0	7801.8	6985.2	8714.0
1775000.0	7802.3	6983.5	8717.1
1800000.0	7802.7	6981.8	8720.1
1825000.0	7803.1	6980.2	8723.1
1850000.0	7803.5	6978.6	8725.9
1875000.0	7803.9	6977.0	8728.8
1900000.0	7804.3	6975.5	8731.5
1925000.0	7804.6	6974.0	8734.2
1950000.0	7805.0	6972.6	8736.8
1975000.0	7805.3	6971.1	8739.4
