TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
0	0	0	0
25000.0	5744.5	5650.8	5839.8
50000.0	6717.0	6656.9	6777.6
75000.0	7085.6	7043.4	7128.1
100000.0	7271.7	7212.7	7331.2
125000.0	7386.8	7292.4	7482.5
150000.0	7463.1	7329.5	7599.1
175000.0	7519.7	7347.7	7695.8
200000.0	7556.1	7347.5	7770.7
225000.0	7589.3	7346.7	7839.9
250000.0	7611.9	7338.3	7895.7
275000.0	7627.3	7325.4	7941.7
300000.0	7643.5	7315.8	7985.9
325000.0	7655.9	7304.6	8024.0
350000.0	7667.3	7294.4	8059.2
375000.0	7677.0	7284.3	8090.8
400000.0	7684.6	7273.6	8118.8
425000.0	7691.9	7264.0	8145.0
450000.0	7698.3	7254.7	8168.9
475000.0	7703.7	7245.6	8190.7
500000.0	7708.5	7236.9	8210.8
525000.0	7712.9	7228.7	8229.5
550000.0	7717.1	7221.2	8247.1
575000.0	7721.0	7214.0	8263.5
600000.0	7724.5	7207.3	8278.9
625000.0	7727.7	7200.8	8293.2
650000.0	7730.7	7194.7	8306.7
675000.0	7733.5	7188.8	8319.4
700000.0	7736.0	7183.3	8331.3
725000.0	7738.6	7178.2	8342.7
750000.0	7740.9	7173.3	8353.4
775000.0	7743.1	7168.6	8363.5
800000.0	7745.1	7164.2	8373.2
825000.0	7747.0	7159.9	8382.3
850000.0	7748.8	7155.8	8390.9
875000.0	7750.5	7151.9	8399.2
900000.0	7752.1	7148.2	8407.0
925000.0	7753.6	7144.6	8414.5
950000.0	7755.0	7141.2	8421.6
975000.0	7756.4	7137.9	8428.4
1000000.0	7757.7	7134.8	8434.9
1025000.0	7758.9	7131.7	8441.2
1050000.0	7760.0	7128.8	8447.1
1075000.0	7761.1	7126.0	8452.8
1100000.0	7762.2	7123.3	8458.3
1125000.0	7763.2	7120.7	8463.6
1150000.0	7764.1	7118.2	8468.7
1175000.0	7765.1	7115.8	8473.5
1200000.0	7765.9	7113.5	8478.2
1225000.0	7766.8	7111.2	8482.8
1250000.0	7767.6	7109.1	8487.1
1275000.0	7768.4	7107.0	8491.3
1300000.0	7769.1	7104.9	8495.4
1325000.0	7769.8	7103.0	8499.3
1350000.0	7770.5	7101.1	8503.0
1375000.0	7771.2	7099.2	8506.7
1400000.0	7771.8	7097.5	8510.2
1425000.0	7772.4	7095.7	8513.7
1450000.0	7773.0	7094.1	8517.0
1475000.0	7773.6	7092.4	8520.2
1500000.0	7774.2	7090.9	8523.3
1525000.0	7774.7	7089.3	8526.3
1550000.0	7775.2	7087.9	8529.2
1575000.0	7775.7	7086.4	8532.1
1600000.0	7776.2	7085.0	8534.8
1625000.0	7776.7	7083.6	8537.5
1650000.0	7777.1	7082.3	8540.1
1675000.0	7777.6	7081.0	8542.6
1700000.0	7778.0	7079.8	8545.1
1725000.0	7778.4	7078.5	8547.5
1750000.0	7778.8	7077.3	8549.8
1775000.0	7779.2	7076.2	8552.1
1800000.0	7779.6	7075.0	8554.3
1825000.0	7780.0	7073.9	8556.5
1850000.0	7780.3	7072.9	8558.6
1875000.0	7780.7	7071.8	8560.6
1900000.0	7781.0	7070.8	8562.6
1925000.0	7781.4	7069.8	8564.6
1950000.0	7781.7	7068.8	8566.5
1975000.0	7782.0	7067.9	8568.3
